Time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10
31941;13993;24556;14764;25878;5352;45079;44411;27797;7,45;41,5
31942;14026;24583;14704;25860;5343;45086;44408;27731;7,37;41,49
31943;13969;24630;14729;25839;5332;45003;44442;27729;7,45;41,49
31944;14039;24677;14741;25776;5343;45093;44382;27734;7,45;41,49
31945;13990;24535;14736;25846;5357;45084;44419;27749;7,37;41,49
31946;14014;24538;14777;25902;5330;45052;44426;27798;7,45;41,48
31947;13973;24569;14761;25765;5368;44986;44418;27767;7,37;41,49
31948;13977;24609;14724;25794;5336;45017;44422;27768;7,45;41,49
31949;13984;24519;14710;25726;5381;45037;44367;27769;7,45;41,48
31950;13912;24585;14724;25766;5262;45036;44486;27814;7,37;41,49
31951;13999;24531;14676;25771;5299;45018;44430;27785;7,3;41,48
31952;13951;24572;14733;25766;5321;45043;44397;27782;7,45;41,5
31953;13936;24556;14581;25881;5307;44971;44327;27713;7,45;41,49
31954;13875;24565;14697;25806;5396;45096;44451;27700;7,37;41,49
31955;14065;24571;14700;25833;5318;45013;44391;27741;7,37;41,48
31956;13951;24612;14716;25837;5317;45034;44313;27695;7,45;41,48
31957;13935;24652;14718;25776;5373;45023;44413;27681;7,37;41,5
31958;13918;24530;14706;25761;5310;45005;44399;27773;7,45;41,48
31959;13903;24588;14714;25838;5412;45113;44443;27729;7,37;41,49
31960;14002;24587;14688;25834;5355;44979;44445;27713;7,41;41,48
31961;13948;24581;14685;25775;5278;45103;44408;27701;7,37;41,5
31962;13955;24502;14766;25767;5330;45033;44412;27743;7,45;41,5
31963;13969;24628;14724;25766;5347;45061;44362;27703;7,37;41,48
31964;14054;24541;14743;25849;5323;45040;44389;27701;7,37;41,48
31965;13913;24566;14716;25783;5313;45012;44334;27709;7,37;41,5
31966;13948;24525;14697;25779;5312;45038;44446;27738;7,37;41,5
31967;13932;24599;14723;25791;5310;45097;44388;27782;7,45;41,49
31968;13980;24604;14745;25831;5254;44942;44335;27712;7,37;41,48
31969;13933;24594;14714;25816;5301;45046;44363;27776;7,37;41,48
31970;13981;24537;14714;25864;5365;45024;44388;27739;7,41;41,49
31971;14006;24576;14668;25787;5382;45004;44393;27781;7,37;41,49
31972;13960;24545;14618;25776;5367;45047;44438;27767;7,37;41,49
31973;13985;24590;14702;25831;5344;44961;44429;27696;7,41;41,49
31974;13933;24497;14736;25892;5420;45068;44424;27747;7,37;41,48
31975;13940;24639;14701;25808;5347;44951;44316;27791;7,37;41,49
31976;13983;24579;14709;25786;5303;45005;44304;27761;7,45;41,49
31977;13983;24605;14721;25901;5339;44970;44378;27723;7,37;41,48
31978;13944;24621;14705;25788;5389;45064;44395;27740;7,37;41,49
31979;13968;24692;14777;25766;5345;44986;44384;27737;7,37;41,5
31980;14016;24585;14690;25754;5350;44992;44373;27777;7,37;41,48
31981;13981;24580;14725;25781;5297;45103;44377;27683;7,37;41,49
31982;13925;24615;14763;25731;5342;44892;44396;27682;7,41;41,51
31983;14021;24580;14763;25798;5307;45039;44351;27785;7,45;41,49
31984;13987;24611;14748;25703;5418;45024;44431;27757;7,45;41,49
31985;13940;24562;14659;25789;5335;44981;44360;27801;7,45;41,48
31986;14032;24558;14783;25772;5399;45084;44408;27730;7,37;41,5
31987;13958;24561;14731;25687;5309;45046;44366;27738;7,45;41,51
31988;13903;24581;14720;25732;5301;45033;44376;27690;7,37;41,48
31989;13934;24555;14778;25799;5411;45014;44390;27704;7,45;41,48
31990;13950;24646;14702;25773;5372;45049;44374;27777;7,41;41,5
31991;13946;24591;14750;25825;5355;45059;44410;27738;7,37;41,5
31992;13977;24640;14707;25841;5301;45089;44478;27766;7,37;41,5
31993;14035;24633;14722;25765;5309;45021;44380;27705;7,37;41,5
31994;13953;24663;14700;25840;5325;45091;44387;27737;7,37;41,48
31995;13969;24610;14789;25754;5311;45050;44422;27785;7,37;41,5
31996;13963;24534;14781;25787;5414;45034;44363;27701;7,37;41,51
31997;13969;24699;14734;25784;5386;45115;44406;27736;7,37;41,5
31998;13916;24556;14678;25823;5359;45050;44413;27812;7,45;41,5
31999;13967;24583;14758;25806;5406;45042;44324;27780;7,37;41,49
32000;13898;24603;14708;25769;5335;45059;44336;27812;7,45;41,49
32001;14008;24535;14695;25798;5381;45104;44382;27733;7,45;41,48
32002;13926;24577;14723;25766;5315;45119;44394;27763;7,45;41,48
32003;13879;24560;14730;25806;5372;45079;44380;27695;7,45;41,49
32004;13916;24524;14778;25749;5267;45108;44446;27717;7,37;41,49
32005;13943;24554;14718;25795;5416;45038;44369;27765;7,37;41,49
32006;14013;24598;14817;25776;5390;45059;44405;27785;7,37;41,48
32007;13941;24562;14737;25781;5419;45064;44298;27772;7,45;41,5
32008;13945;24499;14674;25861;5365;44914;44402;27693;7,37;41,5
32009;14004;24606;14766;25816;5359;45066;44366;27729;7,37;41,5
32010;13965;24603;14719;25853;5347;45026;44406;27813;7,45;41,48
32011;13967;24653;14786;25805;5391;44901;44425;27822;7,45;41,48
32012;13938;24566;14682;25769;5330;44995;44437;27784;7,45;41,49
32013;13906;24604;14758;25712;5356;45017;44406;27768;7,45;41,48
32014;13974;24558;14676;25851;5389;44917;44429;27753;7,45;41,48
32015;13951;24620;14680;25827;5307;45031;44330;27712;7,45;41,47
32016;13977;24542;14806;25842;5315;44983;44402;27667;7,45;41,49
32017;14023;24554;14747;25818;5404;45050;44398;27772;7,37;41,49
32018;14046;24551;14724;25776;5346;45015;44385;27689;7,37;41,48
32019;13937;24593;14709;25820;5312;45029;44422;27729;7,45;41,48
32020;13943;24575;14744;25829;5300;45063;44361;27744;7,45;41,48
32021;13931;24602;14750;25808;5395;45084;44369;27754;7,52;41,49
32022;13882;24538;14738;25811;5310;45092;44361;27815;7,37;41,49
32023;13960;24513;14714;25776;5332;45041;44406;27819;7,45;41,49
32024;13965;24511;14764;25700;5390;45022;44378;27755;7,3;41,49
32025;13978;24558;14778;25803;5392;45129;44376;27755;7,41;41,48
32026;13927;24590;14709;25789;5313;45080;44369;27723;7,45;41,49
32027;14015;24443;14751;25791;5374;45023;44409;27729;7,37;41,47
32028;13966;24548;14778;25744;5342;45035;44394;27701;7,45;41,48
32029;13881;24523;14746;25812;5301;45012;44393;27772;7,37;41,49
32030;13930;24541;14735;25797;5413;45113;44407;27716;7,37;41,48
32031;13920;24538;14683;25825;5342;45079;44411;27656;7,37;41,49
32032;14032;24543;14735;25784;5306;45059;44367;27710;7,37;41,49
32033;13929;24479;14690;25802;5286;45006;44435;27740;7,37;41,48
32034;13977;24606;14694;25723;5328;44967;44383;27789;7,37;41,47
32035;13953;24575;14695;25840;5281;45050;44404;27686;7,37;41,49
32036;13937;24554;14747;25742;5369;45009;44369;27697;7,45;41,49
32037;13970;24645;14685;25827;5265;45029;44376;27756;7,45;41,49
32038;13907;24590;14719;25791;5310;45061;44428;27782;7,45;41,48
32039;13905;24593;14690;25763;5251;45060;44405;27755;7,45;41,49
32040;13945;24533;14706;25828;5402;44936;44416;27707;7,37;41,49
32041;13922;24605;14782;25905;5387;45019;44365;27773;7,34;41,48
32042;13901;24611;14797;25774;5313;44960;44359;27804;7,37;41,48
32043;13992;24627;14733;25757;5309;44984;44419;27772;7,41;41,49
32044;13967;24565;14704;25783;5390;44979;44374;27782;7,45;41,5
32045;13954;24614;14807;25754;5313;44935;44372;27779;7,41;41,49
32046;14002;24584;14700;25865;5366;45047;44358;27790;7,45;41,48
32047;14002;24675;14724;25809;5332;45087;44419;27747;7,37;41,49
32048;13955;24595;14728;25794;5355;45034;44283;27660;7,37;41,49
32049;13944;24568;14641;25764;5392;45061;44418;27777;7,37;41,48
32050;13932;24599;14725;25775;5393;44953;44390;27738;7,37;41,48
32051;13946;24647;14765;25753;5317;45053;44421;27763;7,45;41,48
32052;13901;24578;14730;25758;5330;45088;44368;27690;7,37;41,5
32053;13960;24535;14626;25816;5348;44940;44338;27708;7,45;41,47
32054;13954;24552;14656;25757;5343;45036;44399;27694;7,45;41,5
32055;13913;24626;14750;25766;5354;45004;44362;27738;7,37;41,49
32056;13929;24521;14769;25736;5362;44996;44465;27733;7,37;41,48
32057;13945;24605;14652;25755;5367;45108;44357;27714;7,34;41,5
32058;13858;24608;14689;25785;5341;45004;44377;27737;7,37;41,5
32059;13979;24529;14689;25793;5393;45080;44405;27740;7,37;41,49
32060;13907;24520;14725;25757;5301;45077;44396;27733;7,45;41,49
32061;13941;24594;14688;25799;5394;45026;44353;27827;7,37;41,49
32062;13947;24587;14584;25794;5389;44991;44384;27752;7,37;41,49
32063;13943;24514;14735;25787;5318;45106;44377;27783;7,45;41,5
32064;13879;24467;14693;25758;5353;45054;44422;27744;7,45;41,49
32065;13898;24492;14749;25859;5378;45066;44400;27699;7,37;41,5
32066;13944;24657;14741;25808;5310;45055;44381;27721;7,37;41,49
32067;13982;24511;14680;25862;5371;45002;44401;27687;7,41;41,49
32068;13991;24567;14656;25782;5348;45049;44360;27735;7,37;41,49
32069;13974;24529;14685;25813;5362;45064;44387;27790;7,45;41,49
32070;14004;24561;14732;25841;5342;45032;44382;27726;7,37;41,5
32071;13931;24482;14762;25730;5361;45035;44331;27752;7,45;41,5
32072;13968;24515;14771;25752;5334;44933;44325;27789;7,41;41,49
32073;14007;24629;14678;25854;5316;45099;44363;27822;7,37;41,49
32074;13896;24521;14746;25803;5371;45087;44374;27744;7,45;41,5
32075;13943;24479;14641;25854;5332;44935;44374;27640;7,37;41,5
32076;14001;24520;14749;25748;5318;45036;44435;27686;7,45;41,49
32077;13864;24578;14687;25847;5350;45049;44379;27785;7,37;41,51
32078;13926;24502;14788;25800;5365;44973;44376;27729;7,45;41,49
32079;13899;24568;14766;25773;5377;45048;44440;27797;7,41;41,48
32080;13975;24478;14677;25754;5258;45001;44428;27709;7,45;41,5
32081;13883;24515;14720;25821;5391;45024;44398;27732;7,41;41,5
32082;13927;24449;14762;25754;5412;45064;44432;27805;7,37;41,49
32083;13925;24517;14726;25752;5330;45103;44427;27712;7,45;41,49
32084;13935;24501;14761;25812;5334;45050;44385;27728;7,45;41,49
32085;13955;24553;14787;25717;5301;45118;44432;27742;7,45;41,47
32086;13990;24608;14691;25772;5359;44934;44375;27718;7,45;41,49
32087;13955;24578;14667;25805;5349;45081;44363;27774;7,49;41,48
32088;13968;24579;14813;25694;5295;45073;44438;27741;7,45;41,48
32089;13902;24583;14753;25866;5314;45117;44393;27801;7,37;41,48
32090;13946;24508;14722;25815;5351;45041;44337;27766;7,45;41,5
32091;13900;24574;14770;25812;5329;45053;44407;27747;7,45;41,48
32092;13906;24545;14694;25764;5311;44968;44407;27759;7,45;41,49
32093;13922;24602;14696;25767;5368;45035;44409;27746;7,45;41,49
32094;13952;24572;14758;25715;5335;45074;44403;27740;7,37;41,49
32095;13991;24516;14712;25762;5286;45033;44391;27734;7,52;41,49
32096;13933;24592;14729;25785;5236;45078;44431;27686;7,37;41,5
32097;13927;24612;14722;25750;5399;45096;44372;27772;7,37;41,49
32098;13920;24558;14794;25818;5249;44975;44387;27812;7,37;41,5
32099;13937;24603;14763;25818;5396;45025;44397;27761;7,45;41,49
32100;13991;24444;14655;25812;5352;44982;44355;27764;7,37;41,5
32101;13910;24540;14698;25751;5368;45033;44399;27718;7,37;41,5
32102;13975;24493;14748;25812;5385;45013;44431;27775;7,45;41,5
32103;13947;24572;14681;25755;5423;44984;44362;27684;7,45;41,5
32104;13951;24531;14713;25797;5314;44979;44480;27735;7,45;41,49
32105;14008;24544;14748;25839;5352;45083;44378;27790;7,37;41,49
32106;13930;24530;14707;25779;5384;45063;44428;27750;7,37;41,5
32107;13947;24540;14734;25805;5354;45047;44469;27753;7,37;41,5
32108;13992;24627;14673;25752;5293;45123;44347;27765;7,45;41,49
32109;13859;24555;14738;25748;5379;45065;44353;27766;7,45;41,49
32110;13978;24560;14696;25774;5293;45109;44431;27787;7,45;41,49
32111;13964;24569;14673;25827;5342;45083;44437;27745;7,37;41,5
32112;13909;24633;14725;25758;5402;45011;44400;27703;7,37;41,5
32113;14015;24535;14728;25799;5301;44961;44375;27699;7,37;41,5
32114;13947;24610;14676;25812;5331;45112;44361;27766;7,45;41,52
32115;14014;24579;14639;25791;5324;45069;44370;27796;7,37;41,51
32116;13970;24562;14720;25660;5303;45077;44355;27725;7,45;41,5
32117;14011;24560;14682;25819;5307;45020;44445;27717;7,45;41,5
32118;13986;24536;14731;25720;5290;44990;44380;27694;7,37;41,5
32119;13983;24604;14709;25800;5268;44985;44348;27686;7,37;41,51
32120;13903;24594;14739;25681;5387;45099;44420;27777;7,41;41,5
32121;13939;24622;14745;25738;5315;45064;44375;27779;7,37;41,5
32122;13899;24549;14675;25778;5376;45030;44409;27757;7,45;41,51
32123;13918;24642;14750;25803;5327;45055;44379;27765;7,41;41,51
32124;13992;24621;14753;25725;5352;45062;44468;27746;7,37;41,5
32125;13971;24580;14731;25745;5331;45065;44436;27769;7,45;41,5
32126;13926;24607;14750;25727;5310;45047;44346;27710;7,37;41,5
32127;13933;24658;14709;25808;5332;45105;44359;27751;7,45;41,51
32128;13844;24522;14651;25847;5303;44983;44414;27661;7,45;41,5
32129;13880;24609;14742;25815;5287;45034;44451;27774;7,45;41,5
32130;13933;24647;14775;25827;5346;45040;44432;27763;7,45;41,52
32131;14021;24623;14723;25849;5323;45049;44417;27753;7,45;41,5
32132;13964;24521;14769;25809;5258;44916;44392;27703;7,45;41,5
32133;13959;24605;14692;25783;5340;44987;44439;27779;7,45;41,53
32134;14019;24626;14709;25796;5362;44987;44415;27758;7,37;41,5
32135;13968;24576;14749;25823;5348;45023;44435;27728;7,45;41,51
32136;14004;24614;14717;25802;5262;44995;44379;27801;7,45;41,5
32137;13943;24548;14684;25823;5272;44961;44341;27772;7,37;41,5
32138;14011;24629;14700;25843;5353;45056;44410;27832;7,37;41,5
32139;13919;24646;14784;25790;5311;45029;44366;27722;7,45;41,5
32140;14020;24662;14678;25756;5381;45047;44348;27700;7,37;41,51
32141;13969;24585;14667;25700;5391;45065;44384;27739;7,52;41,51
32142;13949;24687;14714;25823;5383;44947;44441;27809;7,37;41,5
32143;13993;24573;14800;25791;5360;45050;44372;27742;7,37;41,5
32144;13888;24642;14757;25809;5271;45022;44365;27727;7,37;41,49
32145;13945;24517;14785;25730;5372;45043;44424;27779;7,37;41,5
32146;13894;24656;14752;25670;5366;45023;44386;27778;7,52;41,48
32147;13920;24597;14770;25779;5289;44983;44377;27739;7,37;41,5
32148;13954;24643;14655;25728;5260;44962;44395;27737;7,45;41,49
32149;13946;24587;14759;25789;5391;45089;44364;27810;7,37;41,49
32150;13964;24602;14718;25885;5306;45036;44428;27774;7,45;41,49
32151;13966;24618;14691;25877;5407;45016;44354;27758;7,37;41,5
32152;13966;24596;14716;25774;5326;45054;44457;27724;7,37;41,5
32153;13984;24687;14750;25873;5295;44992;44388;27755;7,37;41,5
32154;13955;24630;14708;25835;5378;45023;44372;27781;7,37;41,49
32155;13949;24541;14589;25817;5395;45083;44422;27698;7,37;41,49
32156;13916;24636;14721;25813;5364;45072;44377;27745;7,37;41,49
32157;13973;24567;14780;25809;5320;45053;44398;27765;7,41;41,5
32158;13903;24610;14702;25764;5337;45021;44426;27742;7,37;41,5
32159;13968;24565;14674;25829;5282;44991;44385;27776;7,37;41,5
32160;13989;24660;14749;25838;5325;45061;44394;27785;7,3;41,51
32161;14008;24643;14719;25724;5301;45032;44412;27752;7,37;41,49
32162;13976;24614;14694;25802;5313;44965;44442;27807;7,45;41,51
32163;13961;24637;14741;25765;5402;45086;44380;27675;7,37;41,51
32164;13945;24633;14772;25761;5349;45090;44355;27736;7,37;41,5
32165;13972;24619;14749;25786;5297;44959;44404;27760;7,52;41,5
32166;13975;24609;14721;25808;5433;45017;44350;27708;7,45;41,5
32167;14016;24673;14737;25759;5300;45053;44421;27760;7,45;41,49
32168;13960;24601;14711;25740;5345;45043;44463;27738;7,45;41,5
32169;13917;24594;14764;25822;5316;45022;44387;27740;7,45;41,51
32170;14025;24588;14767;25729;5352;45059;44352;27749;7,41;41,51
32171;13916;24590;14726;25776;5325;45035;44408;27775;7,45;41,51
32172;13854;24579;14708;25827;5331;45084;44370;27748;7,45;41,5
32173;13951;24635;14696;25819;5329;45029;44390;27722;7,49;41,51
32174;13917;24570;14773;25700;5303;44994;44393;27809;7,45;41,5
32175;13947;24635;14734;25736;5257;45019;44395;27722;7,37;41,51
32176;13869;24550;14767;25769;5257;45034;44360;27710;7,37;41,51
32177;13989;24539;14705;25828;5317;44964;44438;27667;7,37;41,5
32178;13975;24635;14799;25773;5202;45027;44399;27754;7,37;41,5
32179;13945;24580;14740;25803;5336;45031;44419;27735;7,37;41,5
32180;14026;24582;14715;25908;5366;45117;44387;27774;7,37;41,51
32181;13884;24647;14741;25751;5323;45075;44393;27767;7,37;41,49
32182;13942;24540;14768;25716;5297;45101;44370;27683;7,37;41,5
32183;13973;24554;14751;25863;5322;44995;44397;27643;7,45;41,5
32184;13953;24513;14744;25755;5340;45049;44354;27722;7,45;41,5
32185;13943;24551;14742;25823;5331;45046;44441;27765;7,37;41,51
32186;13975;24674;14705;25867;5318;45074;44364;27774;7,45;41,5
32187;13979;24453;14665;25870;5364;45012;44388;27711;7,37;41,5
32188;13861;24588;14715;25800;5274;45021;44355;27740;7,37;41,51
32189;13935;24573;14745;25793;5337;45066;44391;27749;7,45;41,51
32190;13908;24554;14797;25759;5280;45030;44397;27765;7,37;41,51
32191;13981;24559;14794;25744;5343;45067;44331;27716;7,37;41,5
32192;13957;24513;14764;25842;5332;45061;44397;27713;7,52;41,51
32193;13982;24536;14681;25854;5390;45074;44438;27802;7,45;41,51
32194;13960;24593;14724;25841;5372;45041;44397;27721;7,41;41,5
32195;13929;24564;14685;25884;5324;45044;44452;27700;7,37;41,51
32196;13990;24569;14776;25830;5299;44987;44402;27690;7,37;41,51
32197;14011;24556;14748;25804;5392;45099;44323;27746;7,37;41,51
32198;14018;24487;14707;25793;5335;45011;44355;27772;7,45;41,5
32199;13970;24623;14753;25764;5330;45057;44363;27758;7,37;41,51
32200;13949;24573;14736;25807;5339;45152;44439;27690;7,37;41,51
32201;13874;24560;14757;25739;5328;45133;44338;27761;7,37;41,5
32202;14065;24560;14765;25750;5326;45095;44315;27739;7,38;41,52
32203;13964;24579;14736;25797;5278;45040;44377;27803;7,38;41,52
32204;13925;24506;14763;25853;5304;45101;44432;27750;7,37;41,51
32205;13943;24598;14706;25780;5361;45128;44373;27789;7,45;41,51
32206;13906;24611;14759;25882;5401;45071;44376;27756;7,45;41,52
32207;13917;24565;14806;25759;5335;45006;44415;27779;7,37;41,5
32208;13933;24538;14763;25764;5382;44971;44412;27750;7,37;41,51
32209;13934;24561;14723;25729;5346;45090;44390;27780;7,38;41,52
32210;14035;24611;14745;25850;5368;45031;44398;27704;7,41;41,52
32211;13959;24520;14666;25780;5345;45081;44362;27795;7,45;41,51
32212;13966;24535;14708;25834;5354;45108;44431;27799;7,41;41,51
32213;13954;24549;14766;25836;5363;45029;44462;27740;7,37;41,5
32214;13955;24518;14679;25709;5344;45041;44402;27749;7,37;41,51
32215;13925;24564;14679;25768;5407;45105;44369;27697;7,37;41,5
32216;13931;24562;14667;25793;5325;45048;44405;27774;7,37;41,51
32217;13978;24566;14772;25792;5317;45069;44428;27757;7,45;41,52
32218;14030;24551;14786;25783;5302;45051;44362;27640;7,37;41,5
32219;13906;24500;14729;25817;5401;45021;44395;27774;7,38;41,52
32220;13916;24552;14712;25822;5346;45026;44417;27735;7,45;41,5
32221;13995;24609;14759;25784;5314;45046;44422;27778;7,34;41,52
32222;13914;24549;14806;25793;5299;45009;44476;27763;7,37;41,51
32223;13955;24530;14770;25802;5416;45051;44390;27734;7,37;41,51
32224;14015;24602;14699;25837;5400;45054;44386;27755;7,45;41,51
32225;13949;24568;14655;25788;5363;45027;44408;27790;7,45;41,52
32226;13994;24532;14745;25868;5375;45023;44407;27781;7,37;41,5
32227;14018;24539;14692;25850;5385;44988;44407;27758;7,41;41,5
32228;13992;24585;14765;25837;5410;45058;44386;27717;7,45;41,51
32229;13977;24655;14713;25819;5366;45047;44350;27692;7,45;41,5
32230;13916;24563;14766;25788;5361;45023;44421;27765;7,37;41,51
32231;13965;24592;14765;25792;5347;44966;44376;27761;7,38;41,52
32232;13981;24578;14698;25782;5271;45018;44391;27804;7,38;41,52
32233;13947;24621;14696;25807;5313;45081;44420;27796;7,45;41,52
32234;13935;24578;14735;25794;5253;45039;44424;27758;7,38;41,53
32235;13945;24581;14730;25819;5355;44989;44388;27748;7,45;41,51
32236;13980;24533;14753;25776;5342;45109;44376;27781;7,37;41,51
32237;13979;24588;14819;25780;5298;45072;44365;27758;7,45;41,52
32238;13949;24569;14718;25821;5259;45050;44392;27745;7,37;41,51
32239;13875;24595;14761;25779;5414;45124;44390;27734;7,45;41,52
32240;13963;24573;14808;25759;5368;44988;44347;27772;7,37;41,51
32241;13903;24600;14719;25821;5324;45089;44342;27753;7,37;41,51
32242;13954;24639;14739;25730;5270;44986;44340;27704;7,38;41,52
32243;13992;24631;14718;25747;5355;45067;44431;27668;7,37;41,51
32244;14017;24611;14672;25819;5355;45127;44378;27741;7,45;41,53
32245;14008;24601;14735;25816;5360;45087;44430;27636;7,38;41,52
32246;13935;24565;14712;25810;5387;44981;44425;27701;7,38;41,52
